GEOID20,Tot_2020_acstot,Wh_2020_acstot,His_2020_acstot,BlC_2020_acstot,NatC_2020_acstot,AsnC_2020_acstot,PacC_2020_acstot,Tot_2020_cvap,Wh_2020_cvap,His_2020_cvap,BlC_2020_cvap,NatC_2020_cvap,AsnC_2020_cvap,PacC_2020_cvap,Tot_2020_tot,Wh_2020_tot,His_2020_tot,BlC_2020_tot,NatC_2020_tot,AsnC_2020_tot,PacC_2020_tot,Tot_2020_vap,Wh_2020_vap,His_2020_vap,BlC_2020_vap,NatC_2020_vap,AsnC_2020_vap,PacC_2020_vap,Tot_2020_nhvap,Wh_2020_nhvap,His_2020_nhvap,Bl_2020_nhvap,Asn_2020_nhvap,Nat_2020_nhvap,Pac_2020_nhvap,OthAl_2020_nhvap,Mix_2020_nhvap
720470072.5,3358,25,3329,297,7,0,0,2914,9,2901,3,0,0,0,3595,13,3572,411,132,10,2,2950,13,2929,343,99,10,2,2950,13,2929,1,0,0,0,6,1
720470072.4,2282,19,2264,170,0,0,0,1647,20,1627,0,0,0,0,2320,3,2313,194,41,7,3,1817,3,1811,161,35,6,3,1817,3,1811,2,0,0,0,1,0
720470072.6,3076,6,3067,858,71,0,0,2332,5,2326,3,0,0,0,2910,3,2901,259,79,7,6,2429,3,2420,237,76,7,6,2429,3,2420,2,2,0,0,1,1
720470072.7,2625,21,2603,532,0,0,0,2145,21,2124,0,0,0,0,3037,9,3019,287,103,5,3,2523,9,2507,239,79,5,2,2523,9,2507,1,2,0,0,3,1
720470072.3,1941,1,1929,274,7,0,0,1537,1,1527,12,0,0,0,1759,2,1756,100,20,4,2,1461,2,1458,84,19,3,2,1461,2,1458,0,0,0,1,0,0
72047072.10,2395,25,2370,234,0,0,0,1833,24,1808,0,0,0,0,2739,14,2718,291,58,6,2,2222,14,2203,247,50,2,2,2222,14,2203,1,1,0,1,2,0
720470072.9,2264,4,2261,370,0,0,0,1655,4,1652,0,0,0,0,2056,6,2043,216,52,4,4,1663,5,1652,185,35,3,3,1663,5,1652,0,1,0,2,3,0
720470072.8,4300,0,4284,629,41,0,0,3506,0,3490,17,0,0,0,3935,10,3914,525,114,5,3,3268,7,3253,454,95,5,1,3268,7,3253,2,2,0,0,4,0
72047072.15,2783,70,2715,415,0,0,0,2359,44,2315,0,0,0,0,3217,14,3194,316,85,2,1,2664,11,2646,257,65,2,0,2664,11,2646,3,0,0,0,3,1
72047072.13,1172,89,1081,224,0,0,0,957,54,903,0,0,0,0,1364,2,1360,142,34,4,0,1091,2,1088,112,31,4,0,1091,2,1088,0,1,0,0,0,0
72047072.12,1497,22,1475,41,0,0,0,1127,0,1127,0,0,0,0,1506,0,1502,145,26,8,2,1236,0,1234,122,24,7,1,1236,0,1234,0,0,0,0,0,2
72047072.14,2044,78,1966,274,0,0,0,1649,47,1602,0,0,0,0,2685,14,2667,187,34,3,6,2079,14,2062,136,25,3,5,2079,14,2062,2,0,0,1,0,0
72047072.11,1907,7,1900,59,0,0,0,1448,0,1448,0,0,0,0,2142,2,2139,199,44,0,1,1726,2,1723,157,34,0,1,1726,2,1723,0,0,0,0,1,0
720470073.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72049ZZZZZZ,18,2,16,2,0,1,0,13,1,12,0,0,0,0,20,5,13,1,3,0,0,17,5,10,1,2,0,0,17,5,10,0,0,0,0,0,2
720490097.1,791,48,743,51,0,0,0,637,48,588,0,0,0,0,1187,115,1062,333,12,14,10,991,111,870,283,9,11,6,991,111,870,0,3,0,0,3,4
720490097.2,562,49,501,49,0,27,0,390,36,360,0,0,0,0,585,56,524,162,16,6,6,514,55,455,152,13,6,5,514,55,455,0,0,0,0,1,3
720510015.3,3322,65,3257,699,7,12,0,2897,36,2860,0,0,0,0,2946,18,2920,814,95,8,7,2494,14,2473,714,82,7,7,2494,14,2473,1,0,0,0,2,4
72051ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720510015.4,5150,53,5096,1081,0,0,0,3929,53,3873,0,0,0,0,4553,115,4398,798,130,35,8,3623,82,3507,682,89,26,6,3623,82,3507,6,12,0,1,12,3
720510015.2,2417,278,2140,233,21,0,0,1815,179,1633,0,0,0,0,2634,123,2483,260,72,16,4,2191,99,2071,197,55,12,3,2191,99,2071,5,5,0,0,1,10
720510015.1,4515,236,4236,335,0,40,0,3371,150,3203,0,0,20,0,4700,560,4030,449,127,71,7,3603,395,3133,346,90,43,6,3603,395,3133,15,36,1,0,5,18
720510015.5,6923,226,6700,914,0,0,0,5344,82,5262,0,0,0,0,6835,42,6741,1499,304,37,20,5422,31,5363,1216,245,19,20,5422,31,5363,11,3,0,1,3,10
720510015.7,5322,20,5302,1694,0,0,0,4178,19,4159,0,0,0,0,5243,21,5205,1566,133,8,6,4303,21,4268,1321,116,7,6,4303,21,4268,6,0,0,0,6,2
720510015.9,915,40,873,144,0,0,0,793,40,754,0,0,0,0,781,10,770,235,17,1,0,654,10,644,199,15,0,0,654,10,644,0,0,0,0,0,0
720510015.6,6507,94,6415,1248,0,0,0,5016,95,4920,0,0,0,0,6519,33,6468,1272,211,12,4,5351,30,5305,1078,166,8,3,5351,30,5305,7,4,1,0,0,4
720510015.8,1404,15,1389,538,0,0,0,1072,16,1056,0,0,0,0,1668,1,1651,509,22,16,1,1418,1,1403,447,11,11,1,1418,1,1403,3,7,1,0,0,3
72053099.12,1430,0,1421,330,19,2,0,1213,0,1202,0,10,0,0,1603,5,1590,420,39,6,4,1330,5,1319,372,33,6,3,1330,5,1319,2,0,2,0,2,0
720530099.9,3486,5,3460,435,4,36,0,2896,4,2870,0,3,20,0,3531,23,3487,803,103,11,6,3032,23,2993,666,89,10,4,3032,23,2993,11,3,0,0,0,2
720530099.8,1258,14,1199,103,7,41,0,1074,15,1031,0,2,25,0,1318,29,1278,177,24,11,8,1155,26,1120,154,22,11,5,1155,26,1120,2,7,0,0,0,0
72053ZZZZZZ,39,0,38,1,0,0,0,35,0,33,0,0,0,0,37,2,35,13,2,0,0,27,0,27,12,2,0,0,27,0,27,0,0,0,0,0,0
72053099.10,2279,0,2227,499,36,0,4,1923,0,1870,53,0,0,0,2487,21,2455,512,66,3,2,2158,19,2130,448,54,3,2,2158,19,2130,2,1,1,0,2,3
720530099.5,3732,0,3732,575,44,0,8,2999,0,2999,0,0,0,0,3567,26,3492,711,91,9,6,2975,22,2909,576,79,9,6,2975,22,2909,30,4,0,0,6,4
720530099.1,2493,0,2457,356,30,0,0,1953,0,1916,36,0,0,0,2820,19,2766,654,82,14,7,2181,17,2135,511,73,12,5,2181,17,2135,15,3,2,0,7,2
720530099.3,4377,0,4359,475,0,22,0,3195,0,3176,5,0,11,0,4121,40,4040,804,96,21,8,3269,37,3197,645,74,20,7,3269,37,3197,7,1,1,0,19,7
720530099.4,829,0,820,99,0,9,0,725,0,715,1,0,9,0,1000,9,979,252,26,7,1,858,8,843,219,18,6,0,858,8,843,4,2,0,0,0,1
720530099.2,1897,0,1897,255,0,0,0,1461,0,1461,0,0,0,0,1653,30,1599,416,34,3,3,1352,30,1298,344,28,3,3,1352,30,1298,12,2,0,0,8,2
720530099.6,3840,25,3815,482,2,0,0,3061,23,3037,0,0,0,0,4480,22,4446,938,120,18,2,3643,21,3612,742,87,17,0,3643,21,3612,6,1,0,0,3,0
720530099.7,3619,56,3559,301,0,60,0,2790,55,2732,3,0,0,0,4203,72,4111,874,83,7,3,3426,64,3349,718,67,7,3,3426,64,3349,4,2,0,0,5,2
72053099.11,984,2,968,81,0,0,0,805,2,788,17,0,0,0,1304,12,1276,272,32,5,0,1086,12,1060,228,29,5,0,1086,12,1060,5,1,3,0,0,5
720540024.1,1468,8,1461,81,3,58,0,1180,8,1173,0,0,0,0,1512,5,1506,133,18,5,5,1202,4,1198,104,8,1,5,1202,4,1198,0,0,0,0,0,0
720540024.6,727,5,720,54,7,7,0,577,4,571,0,0,0,0,770,2,768,50,9,0,5,652,2,650,40,9,0,2,652,2,650,0,0,0,0,0,0
720540024.2,2291,21,2272,45,0,17,0,1922,21,1901,0,0,0,0,2142,8,2133,293,34,9,9,1830,8,1821,250,32,8,8,1830,8,1821,0,0,0,0,1,0
720540024.4,1432,1,1430,56,6,28,0,1153,0,1153,0,0,0,0,1553,8,1539,138,37,8,4,1325,6,1314,118,28,7,4,1325,6,1314,3,2,0,0,0,0
720540024.7,755,12,744,44,6,0,0,593,12,582,0,0,0,0,879,5,873,102,2,0,0,736,0,736,98,2,0,0,736,0,736,0,0,0,0,0,0
720540024.5,1467,2,1464,140,29,0,0,1174,1,1173,0,0,0,0,1418,4,1411,106,24,4,5,1060,4,1053,82,19,1,5,1060,4,1053,1,0,0,0,2,0
720540024.3,3373,99,3274,136,0,0,0,2626,34,2597,0,0,0,0,3418,7,3407,305,45,10,5,2714,5,2706,247,36,4,5,2714,5,2706,0,0,0,0,2,1
720550048.6,1213,0,1193,42,0,0,0,1043,24,1020,0,0,0,0,1481,14,1463,218,38,6,2,1249,10,1236,199,37,5,1,1249,10,1236,1,0,0,0,0,2
72055048.14,337,0,330,12,0,0,0,290,5,284,0,0,0,0,411,0,408,50,9,0,0,329,0,326,44,9,0,0,329,0,326,0,0,0,0,1,2
720550048.8,842,59,782,100,0,0,0,686,60,624,0,0,0,0,835,4,831,96,10,2,2,688,4,684,78,9,1,2,688,4,684,0,0,0,0,0,0
72055048.11,453,0,453,32,5,0,0,382,0,382,0,0,0,0,547,4,542,105,13,0,0,438,4,433,85,10,0,0,438,4,433,1,0,0,0,0,0
72055048.10,870,0,870,62,13,0,0,733,1,732,0,0,0,0,1046,7,1038,149,21,6,1,858,6,852,128,19,4,0,858,6,852,0,0,0,0,0,0
72055048.12,872,0,872,44,10,7,0,716,0,716,0,0,0,0,1017,11,1006,90,23,0,0,850,10,840,77,18,0,0,850,10,840,0,0,0,0,0,0
720550048.7,1442,7,1435,210,0,0,0,971,7,965,0,0,0,0,818,3,814,105,39,3,0,702,3,698,98,36,3,0,702,3,698,0,0,0,0,1,0
720550048.3,1970,42,1911,67,0,18,0,1619,42,1577,0,0,0,0,1588,4,1583,177,30,0,0,1347,4,1342,158,30,0,0,1347,4,1342,0,0,0,0,1,0
720550048.2,1348,0,1334,11,0,5,0,1242,11,1232,0,0,0,0,1192,6,1184,148,26,2,2,1030,6,1022,128,16,2,2,1030,6,1022,2,0,0,0,0,0
720550048.9,2026,9,2017,82,8,5,0,1586,8,1578,0,0,0,0,1195,9,1180,199,48,2,2,988,9,974,167,42,2,2,988,9,974,3,0,0,0,1,1
72055048.13,1782,0,1782,141,5,15,0,1303,0,1303,0,0,0,0,1641,11,1628,194,50,2,1,1307,11,1294,157,39,2,1,1307,11,1294,2,0,0,0,0,0
72055ZZZZZZ,12,0,11,0,0,0,0,11,0,11,0,0,0,0,10,0,10,2,0,0,0,6,0,6,1,0,0,0,6,0,6,0,0,0,0,0,0
720550048.1,1648,12,1636,105,1,1,0,1325,12,1313,0,0,0,0,1067,5,1057,148,37,2,0,906,5,896,131,31,2,0,906,5,896,4,0,0,0,1,0
720550048.5,617,0,610,0,0,8,0,510,0,510,0,0,0,0,453,2,450,44,11,2,0,395,2,393,37,11,2,0,395,2,393,0,0,0,0,0,0
720550048.4,393,0,393,0,0,0,0,308,0,308,0,0,0,0,486,15,469,33,14,0,0,427,15,410,28,12,0,0,427,15,410,0,0,0,0,1,1
720570079.1,1079,0,1079,398,0,0,0,895,0,895,0,0,0,0,944,1,941,229,28,5,0,794,1,791,195,24,5,0,794,1,791,0,0,0,0,1,1
720570079.2,1244,0,1244,181,0,0,0,1039,0,1039,0,0,0,0,1146,3,1134,188,28,1,0,971,3,961,149,16,1,0,971,3,961,2,0,0,0,3,2
72057079.11,3161,137,3024,523,1,0,0,2596,30,2566,0,0,0,0,3143,9,3125,665,95,7,0,2672,9,2655,569,79,7,0,2672,9,2655,3,2,0,0,2,1
720570079.3,537,0,537,75,0,0,0,415,0,415,0,0,0,0,452,4,447,65,8,0,0,394,4,389,59,7,0,0,394,4,389,0,0,0,0,1,0
72057079.14,1695,31,1659,474,2,14,0,1461,26,1429,5,0,0,0,1331,2,1323,324,25,5,1,1072,1,1065,281,25,3,1,1072,1,1065,2,0,0,0,1,3
72057079.12,1167,0,1167,267,6,2,0,1022,0,1022,0,0,0,0,1149,7,1135,220,22,8,3,992,6,979,198,19,7,2,992,6,979,1,5,0,0,0,1
72057079.20,5316,34,5248,359,0,0,0,3799,35,3724,39,0,0,0,4771,23,4732,930,181,16,1,3720,23,3684,768,147,14,1,3720,23,3684,0,7,0,0,2,4
72057079.18,583,0,582,202,0,0,0,530,0,530,0,0,0,0,829,0,824,238,35,2,4,695,0,691,207,23,1,4,695,0,691,2,0,2,0,0,0
72057ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72057079.17,4880,0,4880,795,0,0,141,3749,0,3749,0,0,0,0,4497,19,4474,1049,111,6,4,3544,17,3524,823,82,4,2,3544,17,3524,0,1,0,0,2,0
720570079.9,5653,74,5567,1362,0,26,0,4831,65,4753,14,0,0,0,4698,12,4676,1095,89,8,2,3991,12,3970,930,73,6,1,3991,12,3970,2,2,0,0,4,1
720570079.6,312,0,312,114,0,0,0,288,0,288,0,0,0,0,455,1,454,116,6,0,0,413,1,412,115,5,0,0,413,1,412,0,0,0,0,0,0
720570079.7,865,0,865,103,0,0,0,670,0,670,0,0,0,0,660,7,652,142,20,2,2,570,6,563,121,19,1,2,570,6,563,0,0,0,0,0,1
720570079.8,249,0,249,31,0,0,0,190,0,190,0,0,0,0,200,0,199,93,2,0,0,177,0,176,76,2,0,0,177,0,176,0,0,0,0,0,1
72057079.21,1698,6,1686,163,0,12,0,1423,5,1411,5,0,0,0,1757,7,1742,358,35,3,3,1569,4,1559,333,33,3,3,1569,4,1559,0,2,0,0,2,2
720570079.4,530,0,530,148,0,0,0,433,0,433,0,0,0,0,479,6,472,76,16,3,2,403,4,398,69,15,2,2,403,4,398,0,0,0,0,1,0
720570079.5,1085,4,1080,246,0,0,0,890,4,885,1,0,0,0,865,1,860,164,15,3,0,695,1,691,131,11,3,0,695,1,691,0,1,0,0,0,2
72057079.10,2196,0,2196,778,16,0,0,1677,0,1677,0,0,0,0,1578,7,1565,372,36,1,2,1332,2,1325,324,29,0,1,1332,2,1325,4,0,0,1,0,0
72057079.13,2121,0,2102,363,0,0,0,1539,0,1529,10,0,0,0,2133,13,2114,481,59,4,2,1708,11,1692,396,54,2,2,1708,11,1692,0,0,0,1,3,1
72057079.19,3000,10,2979,435,0,18,0,2359,10,2336,10,0,0,0,2955,12,2940,580,79,1,3,2460,12,2445,493,56,1,2,2460,12,2445,2,0,0,1,0,0
72057079.16,1625,0,1625,194,0,0,0,1403,0,1403,0,0,0,0,1292,3,1287,278,44,2,1,1128,3,1124,235,38,2,1,1128,3,1124,0,0,0,0,1,0
72057079.15,1202,0,1175,318,0,9,0,971,0,971,0,0,0,0,1280,5,1275,263,22,0,0,1097,5,1092,234,19,0,0,1097,5,1092,0,0,0,0,0,0
720590058.9,270,0,270,0,0,0,0,222,0,222,0,0,0,0,336,0,335,39,9,0,0,270,0,269,29,5,0,0,270,0,269,0,0,0,0,0,1
72059058.13,437,0,437,0,0,1,0,366,0,366,0,0,0,0,546,2,544,27,22,1,0,431,0,431,17,9,0,0,431,0,431,0,0,0,0,0,0
72059058.12,242,0,242,0,0,0,0,199,0,199,0,0,0,0,303,0,303,23,3,0,0,254,0,254,20,2,0,0,254,0,254,0,0,0,0,0,0
720590058.3,1947,16,1931,12,0,1,0,1611,15,1596,0,0,0,0,2015,5,2006,172,31,0,5,1640,5,1631,144,23,0,5,1640,5,1631,0,0,0,0,0,4
720590058.5,1601,0,1601,31,0,0,0,1289,0,1289,0,0,0,0,2099,3,2088,221,47,2,2,1756,3,1747,192,35,1,1,1756,3,1747,1,0,0,0,2,3
72059058.14,692,0,692,4,0,8,0,591,0,591,0,0,0,0,854,1,851,85,14,1,1,676,1,673,66,9,1,1,676,1,673,0,0,0,0,0,2
720590058.2,457,0,457,0,0,5,0,392,0,392,0,0,0,0,567,0,565,34,4,1,0,473,0,471,29,4,1,0,473,0,471,0,1,0,0,1,0
720590058.4,899,0,899,24,0,1,0,710,0,710,0,0,0,0,1102,7,1093,149,47,3,1,908,7,899,137,39,1,0,908,7,899,0,0,0,0,0,2
720590058.8,1065,10,1055,22,0,14,0,852,11,840,0,0,1,0,1123,1,1121,212,56,1,0,957,1,955,174,49,1,0,957,1,955,0,0,0,0,0,1
720590058.7,3746,20,3707,59,0,17,0,2882,14,2849,0,0,19,0,2809,3,2804,420,83,2,1,2279,3,2275,355,77,2,1,2279,3,2275,0,0,0,0,0,1
720590058.6,2290,1,2289,94,0,0,0,1896,0,1896,0,0,0,0,2061,5,2051,288,84,1,4,1807,4,1798,257,66,1,1,1807,4,1798,1,0,0,1,0,3
72059ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72059058.11,2108,0,2108,12,0,0,0,1629,0,1629,0,0,0,0,1954,1,1947,453,165,2,1,1629,1,1624,383,146,1,1,1629,1,1624,1,0,0,0,2,1
72059058.10,1160,0,1160,13,0,18,2,854,0,854,0,0,0,0,1307,0,1307,184,50,0,2,995,0,995,156,37,0,2,995,0,995,0,0,0,0,0,0
720590058.1,1166,0,1166,45,0,62,8,962,0,962,0,0,0,0,708,1,706,96,25,0,3,604,1,602,87,14,0,1,604,1,602,0,0,0,1,0,0
720610007.2,1518,6,1512,212,0,0,0,1260,0,1260,0,0,0,0,1661,9,1633,506,140,4,0,1418,9,1393,431,122,2,0,1418,9,1393,3,0,0,0,8,5
720610007.1,3387,0,3373,568,5,19,0,2708,0,2693,15,0,0,0,3372,20,3324,816,108,14,9,2778,10,2752,679,92,6,4,2778,10,2752,5,2,2,0,7,0
720610007.4,3467,86,3347,201,0,91,0,2966,44,2913,0,0,10,0,5222,273,4732,577,74,39,7,4782,259,4321,536,56,24,3,4782,259,4321,169,11,1,0,9,12
720610010.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720610007.3,1846,9,1838,347,0,0,0,1605,0,1605,0,0,0,0,2643,31,2606,277,75,3,0,2228,26,2196,230,67,3,0,2228,26,2196,0,0,0,0,0,6
720610007.5,3668,38,3616,183,0,15,0,3179,39,3129,15,0,0,0,3722,65,3618,264,88,33,4,3330,57,3239,239,82,27,4,3330,57,3239,6,19,1,0,3,5
720610007.6,1474,28,1445,73,0,0,0,1310,26,1283,0,0,0,0,2318,42,2266,111,35,7,3,1880,39,1833,82,28,7,3,1880,39,1833,4,0,1,0,2,1
720610007.8,9591,200,9392,420,70,0,0,7406,153,7251,2,0,0,0,8935,264,8623,563,189,34,7,7295,215,7039,457,148,27,7,7295,215,7039,7,16,0,2,7,9
720610007.7,649,0,649,91,0,0,0,547,0,547,0,0,0,0,820,7,813,169,24,2,0,735,7,728,147,22,2,0,735,7,728,0,0,0,0,0,0
72061007.10,5944,41,5902,837,31,0,0,4218,30,4190,2,0,0,0,5219,26,5176,885,77,12,0,4102,23,4065,733,70,12,0,4102,23,4065,7,5,0,0,1,1
72061007.12,4379,19,4260,538,28,12,0,3765,15,3652,98,0,0,0,3852,43,3792,404,105,10,3,3337,35,3289,350,85,8,3,3337,35,3289,6,2,0,0,0,5
720610007.9,1305,6,1298,92,12,0,0,996,2,994,0,0,0,0,1174,21,1141,84,20,9,1,994,21,962,74,17,9,1,994,21,962,1,2,0,0,8,0
72061007.13,1652,34,1601,89,5,15,0,1395,35,1363,3,0,0,0,1673,25,1634,189,49,10,0,1408,21,1375,155,42,9,0,1408,21,1375,3,1,0,0,0,8
72061007.17,2548,6,2539,441,45,0,0,2000,7,1990,1,0,0,0,2639,17,2611,319,61,2,1,2226,16,2203,267,46,1,1,2226,16,2203,1,0,1,0,2,3
72061007.14,774,7,767,77,5,0,0,690,5,683,1,0,0,0,841,37,787,275,36,8,0,704,36,654,219,27,5,0,704,36,654,11,3,0,0,0,0
72061007.15,2460,69,2391,140,63,0,0,1925,43,1877,0,0,0,0,2437,40,2381,272,73,12,4,2128,36,2078,234,65,9,4,2128,36,2078,2,2,0,2,3,5
72061007.16,1612,26,1586,262,9,0,0,1360,25,1335,0,0,0,0,1338,20,1308,89,30,10,1,1153,19,1126,82,24,8,1,1153,19,1126,0,7,0,0,0,1
72061007.20,1560,22,1538,84,0,0,0,1295,8,1288,0,0,0,0,2348,20,2315,426,63,7,1,1918,18,1888,344,46,6,0,1918,18,1888,1,5,0,0,3,3
72061007.18,755,7,749,42,0,0,0,671,0,671,0,0,0,0,1324,10,1296,180,67,17,2,1178,9,1156,160,64,13,0,1178,9,1156,2,10,0,0,1,0
72061007.19,1618,27,1590,139,0,0,0,1229,27,1201,0,0,0,0,1653,19,1632,217,39,3,1,1372,18,1352,196,28,1,0,1372,18,1352,1,0,0,0,0,1
72061007.11,2268,0,2268,415,0,0,0,1768,0,1768,0,0,0,0,1941,5,1923,331,39,5,3,1505,2,1498,261,27,3,1,1505,2,1498,1,0,1,0,0,3
720610006.6,2820,13,2807,445,18,15,0,2304,13,2290,0,0,0,0,2791,6,2776,523,81,3,4,2389,5,2378,466,72,2,3,2389,5,2378,3,0,0,0,0,3
72061006.10,2341,0,2341,399,17,3,0,2010,0,2010,0,0,0,0,2693,6,2682,767,78,3,8,2301,6,2292,673,66,2,8,2301,6,2292,1,2,0,0,0,0
720610006.4,4842,10,4833,453,0,5,0,4148,11,4138,0,0,0,0,5501,34,5448,609,119,12,5,4622,25,4581,529,98,10,4,4622,25,4581,8,0,0,0,4,4
720610006.7,1072,0,1071,136,0,0,0,891,1,890,0,0,0,0,1425,5,1418,269,50,3,2,1232,5,1225,235,43,3,1,1232,5,1225,2,0,0,0,0,0
720610006.2,6065,396,5602,596,0,33,1,4763,155,4583,35,0,0,0,4956,67,4859,344,116,25,5,4141,46,4071,305,96,21,1,4141,46,4071,5,14,0,0,0,5
720610006.3,922,0,922,76,0,0,0,797,0,797,0,0,0,0,1238,6,1227,214,30,1,1,1078,6,1067,195,19,1,0,1078,6,1067,4,0,0,0,0,1
720610006.1,2354,19,2332,159,0,33,30,2041,5,2036,0,0,0,0,2414,25,2366,374,101,22,3,2019,15,1986,312,85,21,3,2019,15,1986,3,11,0,1,0,3
720610006.9,1521,0,1521,100,0,0,0,1249,0,1249,0,0,0,0,1660,11,1645,274,45,4,2,1387,11,1374,234,36,2,0,1387,11,1374,0,1,0,0,0,1
720610006.5,1893,0,1893,208,0,0,0,1521,0,1521,0,0,0,0,1818,18,1796,318,36,6,3,1456,10,1442,276,26,5,2,1456,10,1442,0,1,0,0,0,3
720610006.8,2306,10,2276,516,18,0,6,2060,25,2032,0,0,0,0,2492,16,2474,462,41,1,1,2177,14,2161,414,36,1,0,2177,14,2161,0,0,0,0,2,0
72061006.11,1923,7,1900,137,0,0,5,1686,17,1664,0,0,0,0,1961,6,1950,283,33,3,0,1711,0,1708,244,29,1,0,1711,0,1708,0,1,0,0,0,2
72061006.12,1325,2,1320,94,0,0,2,1160,3,1155,0,0,0,0,1292,1,1285,207,79,6,3,1068,0,1065,187,71,3,2,1068,0,1065,2,0,0,0,0,1
72061006.13,2259,34,2225,336,0,0,0,1667,14,1653,0,0,0,0,2905,23,2871,337,104,7,5,2305,15,2281,285,89,2,4,2305,15,2281,3,1,0,0,3,2
72061006.14,1194,1,1193,278,0,0,0,1055,1,1054,0,0,0,0,1502,8,1486,302,67,4,2,1297,8,1282,248,50,4,1,1297,8,1282,2,1,0,0,2,2
720630084.2,1687,19,1636,239,0,0,0,1458,36,1421,0,0,0,0,1853,4,1846,457,62,1,1,1588,4,1581,400,56,1,1,1588,4,1581,3,0,0,0,0,0
720630084.7,7248,158,7044,1037,0,12,0,5358,191,5168,0,0,0,0,6378,16,6338,1334,170,3,10,5408,16,5370,1177,152,3,10,5408,16,5370,5,1,1,0,13,2
720630084.1,2736,20,2700,374,0,0,0,2176,18,2158,0,0,0,0,2487,7,2476,580,51,2,0,2114,7,2103,484,44,2,0,2114,7,2103,3,0,1,0,0,0
720630084.9,4489,127,4362,364,0,0,0,3418,125,3293,0,0,0,0,4461,18,4438,868,144,12,2,3474,13,3456,698,104,9,2,3474,13,3456,2,0,1,0,0,2
720630084.3,1226,8,1218,296,9,6,0,964,7,957,0,0,0,0,1099,4,1093,233,25,4,1,929,4,923,198,21,4,1,929,4,923,0,0,2,0,0,0
720630084.5,3448,81,3304,892,37,23,0,2795,73,2707,12,0,0,0,2834,19,2797,806,59,6,3,2336,18,2303,677,41,5,1,2336,18,2303,9,2,0,0,4,0
72063084.10,6121,160,5907,655,4,16,0,5049,143,4896,15,0,0,0,5024,26,4991,876,148,5,5,4199,22,4174,717,122,3,5,4199,22,4174,3,0,0,0,0,0
720630084.4,4044,57,3895,1079,35,24,0,3256,52,3179,23,0,0,0,3547,25,3508,617,98,7,10,2922,25,2883,520,80,7,9,2922,25,2883,4,3,0,0,3,4
720630084.6,8749,81,8349,1076,0,12,0,6818,156,6427,240,0,0,0,7973,46,7910,1496,399,20,16,6421,39,6366,1231,295,12,13,6421,39,6366,5,2,4,0,3,2
720630084.8,7200,69,7132,490,0,10,0,6078,69,6009,0,0,0,0,4966,28,4919,652,195,9,3,4228,28,4181,552,165,7,2,4228,28,4181,7,1,1,0,2,8
72065ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720650029.2,2952,0,2952,88,0,0,0,2083,0,2083,0,0,0,0,2075,9,2062,155,51,5,3,1564,8,1552,132,43,5,3,1564,8,1552,4,0,0,0,0,0
720650029.4,5437,0,5436,74,0,0,0,4375,0,4374,0,0,0,0,5569,37,5522,476,157,9,5,4662,31,4622,425,132,9,5,4662,31,4622,4,2,0,0,0,3
720650029.3,5321,2,5319,129,0,18,0,4075,2,4072,0,0,0,0,4181,21,4147,497,88,8,6,3271,17,3244,401,72,8,4,3271,17,3244,5,3,0,0,0,2
720650029.7,3369,0,3368,4,0,0,0,2862,0,2859,3,0,0,0,3083,15,3048,286,84,4,1,2639,15,2605,244,70,3,1,2639,15,2605,8,2,0,0,4,5
720650029.1,2090,25,2065,18,0,0,0,1825,25,1800,0,0,0,0,2298,47,2243,293,72,5,6,1938,39,1891,242,66,5,5,1938,39,1891,3,4,0,0,1,0
720650029.5,3814,29,3785,27,27,0,0,3220,28,3193,0,0,0,0,4039,11,4019,512,85,2,9,3330,11,3312,430,71,2,6,3330,11,3312,5,1,1,0,0,0
720650029.6,2600,0,2600,0,0,0,0,2200,0,2200,0,0,0,0,2672,10,2657,224,72,0,1,2203,9,2189,185,60,0,1,2203,9,2189,2,0,1,0,1,1
720650029.8,3261,0,3261,1,0,7,0,2845,0,2844,1,0,0,0,4049,4,4033,361,105,6,10,3427,4,3411,309,91,6,8,3427,4,3411,4,2,0,0,1,5
720650028.3,4801,0,4801,94,0,0,0,3945,0,3945,0,0,0,0,4786,27,4753,541,137,16,10,3993,20,3968,457,113,16,7,3993,20,3968,0,2,0,0,0,3
720650028.1,4484,8,4428,155,0,0,0,3915,49,3858,9,0,0,0,4729,31,4686,435,91,12,4,4044,31,4003,374,79,11,2,4044,31,4003,2,4,0,0,0,4
